"id","fqdn/ip","port","severity","finding","cve","cwe"
"sessionresumption_ticket","www.cesu.urssaf.fr/193.178.136.193","443","INFO","not supported","",""
"sessionresumption_ID","www.cesu.urssaf.fr/193.178.136.193","443","INFO","supported","",""
"TLS_timestamp","www.cesu.urssaf.fr/193.178.136.193","443","INFO","random","",""
"certificate_compression","www.cesu.urssaf.fr/193.178.136.193","443","INFO","none","",""
"clientAuth","www.cesu.urssaf.fr/193.178.136.193","443","INFO","none","",""
"cert_numbers","www.cesu.urssaf.fr/193.178.136.193","443","INFO","1","",""
"cert_signatureAlgorithm","www.cesu.urssaf.fr/193.178.136.193","443","OK","SHA256 with RSA","",""
"cert_keySize","www.cesu.urssaf.fr/193.178.136.193","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","www.cesu.urssaf.fr/193.178.136.193","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","www.cesu.urssaf.fr/193.178.136.193","443","INFO","0669A1E3D52F0959428C699AEDC4E026","",""
"cert_serialNumberLen","www.cesu.urssaf.fr/193.178.136.193","443","INFO","16","",""
"cert_fingerprintSHA1","www.cesu.urssaf.fr/193.178.136.193","443","INFO","8136B2ED09A329D135A88E1731149D4749A13BE8","",""
"cert_fingerprintSHA256","www.cesu.urssaf.fr/193.178.136.193","443","INFO","5B205CE1ABFD5D4436401770F97090B81E45F3FF86533B98F706355314A695F2","",""
"cert","www.cesu.urssaf.fr/193.178.136.193","443","INFO","-----BEGIN CERTIFICATE-----\nMIIGrDCCBZSgAwIBAgIQBmmh49UvCVlCjGma7cTgJjANBgkqhkiG9w0BAQsFADBgMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMR8wHQYDVQQDExZHZW9UcnVzdCBUTFMgUlNBIENBIEcxMB4XDTI1MDkwMjAwMDAwMFoXDTI2MDkwMTIzNTk1OVowgZYxCzAJBgNVBAYTAkZSMRcwFQYDVQQIDA7DjmxlLWRlLUZyYW5jZTESMBAGA1UEBxMJTW9udHJldWlsMT0wOwYDVQQKDDRBZ2VuY2UgQ2VudHJhbGUgRGVzIE9yZ2FuaXNtZXMgRGUgU8OpY3VyaXTDqSBTb2NpYWxlMRswGQYDVQQDExJ3d3cuY2VzdS51cnNzYWYuZnIwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDg7PvDtSvcfTEHw/R2/JBHlmZOEVtacIJJqKLL/OnZsw7lBnTjB/Lt0yYuPq5rJZnxLvgm3Z2xYV+jMVAuyV6oXz4aEZkgFGjTZfZ423u9nVTJlzSen8fYe5ZdFKogSiJ0xi9rR4qod1V8GvmQnNrpyPnsR7o5cJtXra14Ue0p59wjYIgmU+08skZKeltJ1sBiCspm65AMA0yOD+huBq3zjpaMisnCOzrU0FwpaZrOpPpFEP7EBakmgDpoUNFXW55SctOkYkOR4Oy65o9CTRv5puIgiWFtoAQVHN2fnBL31EFckI/zQaGtpNWRSgAVICD56NGYPRzYKhH+aCS5JrodAgMBAAGjggMpMIIDJTAfBgNVHSMEGDAWgBSUT9Rdi+Sk4qaA/v3Y+QDvo74CVzAdBgNVHQ4EFgQUSDtnK8wzzdTHnbcInExTpFIr7kkwLQYDVR0RBCYwJIISd3d3LmNlc3UudXJzc2FmLmZygg5jZXN1LnVyc3NhZi5mcjA+BgNVHSAENzA1MDMGBmeBDAECAjApMCcGCCsGAQUFBwIBFhtodHRwOi8vd3d3LmRpZ2ljZXJ0LmNvbS9DUFMwDgYDVR0PAQH/BAQDAgWgMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjA/BgNVHR8EODA2MDSgMqAwhi5odHRwOi8vY2RwLmdlb3RydXN0LmNvbS9HZW9UcnVzdFRMU1JTQUNBRzEuY3JsMHYGCCsGAQUFBwEBBGowaDAmBggrBgEFBQcwAYYaaHR0cDovL3N0YXR1cy5nZW90cnVzdC5jb20wPgYIKwYBBQUHMAKGMmh0dHA6Ly9jYWNlcnRzLmdlb3RydXN0LmNvbS9HZW9UcnVzdFRMU1JTQUNBRzEuY3J0MAwGA1UdEwEB/wQCMAAwggF8BgorBgEEAdZ5AgQCBIIBbASCAWgBZgB2ANdtfRDRp/V3wsfpX9cAv/mCyTNaZeHQswFzF8DIxWl3AAABmQmEHJYAAAQDAEcwRQIhALwo+cQ6q25PueVDG4zCPEgBkHrHMpBFjx1k+6A+VuO3AiAKvQkn3VshchNbzLEf38rpVUeIzzD4iZdTMMs9qw7lLAB1AMIxfldFGaNF7n843rKQQevHwiFaIr9/1bWtdprZDlLNAAABmQmEHNQAAAQDAEYwRAIgB712qxMHtmLOwZzSm4Ksru3Cs1SZ8qOWbg2Hop/rElQCIExd0mAwDEJIOVl1Luolc8Rz+Lmi8ZNtO4ewnLJ2NPLVAHUAlE5Dh/rswe+B8xkkJqgYZQHH0184AgE/cmd9VTcuGdgAAAGZCYQc5wAABAMARjBEAiBBtEPugaFP6AE8I2uxOXXuF8g/q5/dDFhqgBs7/P26igIgBISeo/x0aG3/giO8hq2wIeN2tFcnNpHNSG7Qhp1CMNEwDQYJKoZIhvcNAQELBQADggEBAEWrj7MAwmyJA9tfd3TQ1a5vCGv7tzhSod4GpgHG791ggSTDbqvbg1OgiMUcTO6Rf2AjKSlSLz3xK3nF1Z3tcWGToozVuwV4i9vWs7ybQGOfGw2AigzgnKKV5VEr5kk1W04ZcjTKwgGAz3yYyBq53GjAYfG/yp/ORK7mqSV4EhiSX7FASJ4RF8Wqj3blN9/g57V5Spw6ow8sPhzCb9gJIgPKFrEVoy3Ffn6thHjzSqqbNix50x/CVH1yFse9kJ9aKzOLKVSD6V8p8v2z7L+CxMlDp7U7hL83mveNarqHMcahQR5Sk4H5dQ4EvTCkLP4e7uZmIbNF8v0ipfTiDA2Up4I=\n-----END CERTIFICATE-----","",""
"cert_commonName","www.cesu.urssaf.fr/193.178.136.193","443","OK","www.cesu.urssaf.fr","",""
"cert_commonName_wo_SNI","www.cesu.urssaf.fr/193.178.136.193","443","INFO","*.urssaf.fr","",""
"cert_subjectAltName","www.cesu.urssaf.fr/193.178.136.193","443","INFO","www.cesu.urssaf.fr cesu.urssaf.fr","",""
"cert_trust","www.cesu.urssaf.fr/193.178.136.193","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_trust_wildcard","www.cesu.urssaf.fr/193.178.136.193","443","LOW","trust is via wildcard","",""
"cert_chain_of_trust","www.cesu.urssaf.fr/193.178.136.193","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.cesu.urssaf.fr/193.178.136.193","443","INFO","no","",""
"cert_expirationStatus","www.cesu.urssaf.fr/193.178.136.193","443","OK","170 >= 60 days","",""
"cert_notBefore","www.cesu.urssaf.fr/193.178.136.193","443","INFO","2025-09-02 00:00","",""
"cert_notAfter","www.cesu.urssaf.fr/193.178.136.193","443","OK","2026-09-01 23:59","",""
"cert_extlifeSpan","www.cesu.urssaf.fr/193.178.136.193","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.cesu.urssaf.fr/193.178.136.193","443","INFO","not present","",""
"cert_crlDistributionPoints","www.cesu.urssaf.fr/193.178.136.193","443","INFO","http://cdp.geotrust.com/GeoTrustTLSRSACAG1.crl","",""
"cert_ocspURL","www.cesu.urssaf.fr/193.178.136.193","443","INFO","http://status.geotrust.com","",""
"OCSP_stapling","www.cesu.urssaf.fr/193.178.136.193","443","LOW","not offered","",""
"cert_mustStapleExtension","www.cesu.urssaf.fr/193.178.136.193","443","INFO","--","",""
"DNS_CAArecord","www.cesu.urssaf.fr/193.178.136.193","443","OK","iodef=mailto:hostmaster@acoss.fr, issue=certigna.fr, issue=digicert.com","",""
"certificate_transparency","www.cesu.urssaf.fr/193.178.136.193","443","OK","yes (certificate extension)","",""
"certs_countServer","www.cesu.urssaf.fr/193.178.136.193","443","INFO","3","",""
"certs_list_ordering_problem","www.cesu.urssaf.fr/193.178.136.193","443","INFO","no","",""
"cert_caIssuers","www.cesu.urssaf.fr/193.178.136.193","443","INFO","GeoTrust TLS RSA CA G1 (DigiCert Inc from US)","",""
"intermediate_cert <#1>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEjTCCA3WgAwIBAgIQDQd4KhM/xvmlcpbhMf/ReTANBgkqhkiG9w0BAQsFADBhMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMSAwHgYDVQQDExdEaWdpQ2VydCBHbG9iYWwgUm9vdCBHMjAeFw0xNzExMDIxMjIzMzdaFw0yNzExMDIxMjIzMzdaMGAxCzAJBgNVBAYTAlVTMRUwEwYDVQQKEwxEaWdpQ2VydCBJbmMxGTAXBgNVBAsTEHd3dy5kaWdpY2VydC5jb20xHzAdBgNVBAMTFkdlb1RydXN0IFRMUyBSU0EgQ0EgRzEwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQC+F+jsvikKy/65LWEx/TMkCDIuWegh1Ngwvm4QyISgP7oU5d79eoySG3vOhC3w/3jEMuipoH1fBtp7m0tTpsYbAhch4XA7rfuD6whUgajeErLVxoiWMPkC/DnUvbgi74BJmdBiuGHQSd7LwsuXpTEGG9fYXcbTVN5SATYqDfbexbYxTMwVJWoVb6lrBEgM3gBBqiiAiy800xu1Nq07JdCIQkBsNpFtZbIZhsDSfzlGWP4wEmBQ3O67c+ZXkFr2DcrXBEtHam80Gp2SNhou2U5U7UesDL/xgLK6/0d76TnEVMSUVJkZ8VeZr+IUIlvoLrtjLbqugb0T3OYXW+CQU0kBAgMBAAGjggFAMIIBPDAdBgNVHQ4EFgQUlE/UXYvkpOKmgP792PkA76O+AlcwHwYDVR0jBBgwFoAUTiJUIBiV5uNu5g/6+rkS7QYXjzkwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjASBgNVHRMBAf8ECDAGAQH/AgEAMDQGCCsGAQUFBwEBBCgwJjAkBggrBgEFBQcwAYYYaHR0cDovL29jc3AuZGlnaWNlcnQuY29tMEIGA1UdHwQ7MDkwN6A1oDOGMWh0dHA6Ly9jcmwzLmRpZ2ljZXJ0LmNvbS9EaWdpQ2VydEdsb2JhbFJvb3RHMi5jcmwwPQYDVR0gBDYwNDAyBgRVHSAAMCowKAYIKwYBBQUHAgEWHGh0dHBzOi8vd3d3LmRpZ2ljZXJ0LmNvbS9DUFMwDQYJKoZIhvcNAQELBQADggEBAIIcBDqC6cWpyGUSXAjjAcYwsK4iiGF7KweG97i1RJz1kwZhRoo6orU1JtBYnjzBc4+/sXmnHJk3mlPyL1xuIAt9sMeC7+vreRIF5wFBC0MCN5sbHwhNN1JzKbifNeP5ozpZdQFmkCo+neBiKR6HqIA+LMTMCMMuv2khGGuPHmtDze4GmEGZtYLyF8EQpa5YjPuV6k2Cr/N3XxFpT3hRpt/3usU/Zb9wfKPtWpoznZ4/44c1p9rzFcZYrWkj3A+7TNBJE0GmP2fhXhP1D/XVfIW/h0yCJGEiV9Glm/uGOa3DXHlmbAcxSyCRraG+ZBkA7h4SeM6Y8l/7MBRpPCz6l8Y=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","C06E307F7CFC1D32FA72A4C033C87B90019AF216F0775D64978A2ECA6C8A230E","",""
"intermediate_cert_notBefore <#1>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","2017-11-02 12:23","",""
"intermediate_cert_notAfter <#1>","www.cesu.urssaf.fr/193.178.136.193","443","OK","2027-11-02 12:23","",""
"intermediate_cert_expiration <#1>","www.cesu.urssaf.fr/193.178.136.193","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","GeoTrust TLS RSA CA G1 <-- DigiCert Global Root G2","",""
"intermediate_cert <#2>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDjjCCAnagAwIBAgIQAzrx5qcRqaC7KGSxHQn65TANBgkqhkiG9w0BAQsFADBhMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMSAwHgYDVQQDExdEaWdpQ2VydCBHbG9iYWwgUm9vdCBHMjAeFw0xMzA4MDExMjAwMDBaFw0zODAxMTUxMjAwMDBaMGExCzAJBgNVBAYTAlVTMRUwEwYDVQQKEwxEaWdpQ2VydCBJbmMxGTAXBgNVBAsTEHd3dy5kaWdpY2VydC5jb20xIDAeBgNVBAMTF0RpZ2lDZXJ0IEdsb2JhbCBSb290IEcyMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuzfNNNx7a8myaJCtSnX/RrohCgiN9RlUyfuI2/Ou8jqJkTx65qsGGmvPrC3oXgkkRLpimn7Wo6h+4FR1IAWsULecYxpsMNzaHxmx1x7e/dfgy5SDN67sH0NO3Xss0r0upS/kqbitOtSZpLYl6ZtrAGCSYP9PIUkY92eQq2EGnI/yuum06ZIya7XzV+hdG82MHauVBJVJ8zUtluNJbd134/tJS7SsVQepj5WztCO7TG1F8PapspUwtP1MVYwnSlcUfIKdzXOS0xZKBgyMUNGPHgm+F6HmIcr9g+UQvIOlCsRnKPZzFBQ9RnbDhxSJITRNrw9FDKZJobq7nMWxM4MphQIDAQABo0IwQDAPBgNVHRMBAf8EBTADAQH/MA4GA1UdDwEB/wQEAwIBhjAdBgNVHQ4EFgQUTiJUIBiV5uNu5g/6+rkS7QYXjzkwDQYJKoZIhvcNAQELBQADggEBAGBnKJRvDkhj6zHd6mcY1Yl9PMWLSn/pvtsrF9+wX3N3KjITOYFnQoQj8kVnNeyIv/iPsGEMNKSuIEyExtv4NeF22d+mQrvHRAiGfzZ0JFrabA0UWTW98kndth/Jsw1HKj2ZL7tcu7XUIOGZX1NGFdtom/DzMNU+MeKNhJ7jitralj41E6Vf8PlwUHBHQRFXGU7Aj64GxJUTFy8bJZ918rGOmaFvE7FBcf6IKshPECBV1/MUReXgRPTqh5Uykw7+U0b6LJ3/iyK5S9kJRaTepLiaWN0bfVKfjllDiIGknibVb63dDcY3fe0Dkhvld1927jyNxF1WW6LZZm6zNTflMrY=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","CB3CCBB76031E5E0138F8DD39A23F9DE47FFC35E43C1144CEA27D46A5AB1CB5F","",""
"intermediate_cert_notBefore <#2>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","2013-08-01 12:00","",""
"intermediate_cert_notAfter <#2>","www.cesu.urssaf.fr/193.178.136.193","443","OK","2038-01-15 12:00","",""
"intermediate_cert_expiration <#2>","www.cesu.urssaf.fr/193.178.136.193","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.cesu.urssaf.fr/193.178.136.193","443","INFO","DigiCert Global Root G2 <-- DigiCert Global Root G2","",""
"intermediate_cert_badOCSP","www.cesu.urssaf.fr/193.178.136.193","443","OK","intermediate certificate(s) is/are ok","",""
"heartbleed","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.cesu.urssaf.fr/193.178.136.193","443","INFO","not applicable, not HTTP","CVE-2016-9244","CWE-200"
"ROBOT","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.cesu.urssaf.fr/193.178.136.193","443","OK","supported","","CWE-310"
"secure_client_renego","www.cesu.urssaf.fr/193.178.136.193","443","MEDIUM","VULNERABLE, potential DoS threat","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable (not using HTTP anyway)","CVE-2012-4929","CWE-310"
"POODLE_SSL","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.cesu.urssaf.fr/193.178.136.193","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.cesu.urssaf.fr/193.178.136.193","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=5B205CE1ABFD5D4436401770F97090B81E45F3FF86533B98F706355314A695F2","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.cesu.urssaf.fr/193.178.136.193","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.cesu.urssaf.fr/193.178.136.193","443","LOW","potentially vulnerable, uses obsolete TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.cesu.urssaf.fr/193.178.136.193","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11_12","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_13_14","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_15","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chromium_137_win11","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_137_win11","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_8_win7","www.cesu.urssaf.fr/193.178.136.193","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-edge_133_win11_23h2","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_ios_184","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_osx_154","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","www.cesu.urssaf.fr/193.178.136.193","443","INFO","No connection","",""
"clientsimulation-java_80442","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1102","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1703","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_2106","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_336","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_102e","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_315","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_350","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","www.cesu.urssaf.fr/193.178.136.193","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","www.cesu.urssaf.fr/193.178.136.193","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","www.cesu.urssaf.fr/193.178.136.193","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","www.cesu.urssaf.fr/193.178.136.193","443","INFO","100","",""
"protocol_support_score_weighted","www.cesu.urssaf.fr/193.178.136.193","443","INFO","30","",""
"key_exchange_score","www.cesu.urssaf.fr/193.178.136.193","443","INFO","90","",""
"key_exchange_score_weighted","www.cesu.urssaf.fr/193.178.136.193","443","INFO","27","",""
"cipher_strength_score","www.cesu.urssaf.fr/193.178.136.193","443","INFO","60","",""
"cipher_strength_score_weighted","www.cesu.urssaf.fr/193.178.136.193","443","INFO","24","",""
"final_score","www.cesu.urssaf.fr/193.178.136.193","443","INFO","81","",""
"overall_grade","www.cesu.urssaf.fr/193.178.136.193","443","OK","A+","",""
